unit_name,asa,background,eyes,pose,skin,hair,shirt,jacket,single outfit,necklace,mask,foam finger,hat,glasses,rarity_score,rank,name
Tour1155,741403112,turquoise,white,wave,yellow gloss,none,none,none,flower hawaiian,none,none,none,none,none,197.1154604117174,3665,Alien Tourism1155
Tour2237,741607493,galaxy,black,wave,yellow aqueous,none,none,none,blue hawaiian,none,none,none,none,none,196.8168995918343,3666,Alien Tourism2237
Tour159,741160796,dark gray,fuschia spiral,wave,yellow aqueous,none,purple camo strapless,yellow,none,none,none,none,none,none,196.6678925027495,3667,Alien Tourism159
Tour3796,741842025,lime,light blue spiral,wave,blue gloss,none,none,blue bomber,none,none,none,none,orange at hat,none,196.14670303757313,3668,Alien Tourism3796
Tour2791,741696346,lavendar,purple cat,wave,green gloss,none,none,blue bomber,none,none,none,none,none,none,196.1087730389161,3669,Alien Tourism2791
Tour1253,741415600,candy red,green cat,wave,red metallic,none,none,red,none,none,none,none,none,none,196.0979046701999,3670,Alien Tourism1253
Tour2587,741657692,emerald,green spiral,wave,green base,comb over fade,none,red bomber,none,none,none,none,none,none,196.07841496635393,3671,Alien Tourism2587
Tour2881,741711285,blood orange,silver blue spiral,wave,red aqueous,none,none,none,yellow hoodie,none,none,none,none,none,196.00708852830113,3672,Alien Tourism2881
Tour1879,741480291,candy red,blue cat,wave,yellow gloss,none,none,pink safety vest,none,none,none,none,none,none,195.9015110543082,3673,Alien Tourism1879
Tour203,741172235,dark gray,red spiral,wave,purple galaxy,none,none,none,none,none,none,none,none,none,195.56492393879276,3674,Alien Tourism203
Tour2515,741648150,green,purple glow,wave,purple green pearl,none,blue strapless,none,none,none,none,none,none,none,195.153107605677,3675,Alien Tourism2515
Tour765,741288156,lime,yellow glow,wave,purple base,none,ps sleeved halftop,none,none,none,none,none,none,none,195.13384900806707,3676,Alien Tourism765
Tour68,741094621,green,orange,wave,purple green pearl,none,none,none,red jogger,none,none,none,none,none,195.01425032720485,3677,Alien Tourism68
Tour2851,741706516,candy red,blue spiral,wave,green gloss,none,none,none,yellow hoodie,none,none,none,none,none,194.92578098269496,3678,Alien Tourism2851
Tour966,741321631,orange,purple glow,wave,blue aqueous,none,purple dress,none,none,at medallion chain,none,none,none,none,194.9144104227235,3679,Alien Tourism966
Tour2092,741586290,dark gray,green,wave,blue base,none,yellow high top,none,none,none,none,none,yellow bandana,none,194.7937437314417,3680,Alien Tourism2092
Tour2647,741676297,aurora,light blue,wave,orange gloss,none,purple dress,none,none,none,none,none,none,none,194.6916185201655,3681,Alien Tourism2647
Tour560,741243907,green,orange,wave,purple base,none,none,purple  bomber,none,none,none,none,heat map bandana,none,194.6762625350522,3682,Alien Tourism560
Tour3118,741747649,dark gray,red,wave,original base,comb over fade,none,none,flower hawaiian,none,none,none,none,none,194.49508536298893,3683,Alien Tourism3118
Tour2758,741691993,light gray,pink,wave,yellow metallic,none,none,pink safety vest,none,none,none,none,none,none,194.25178121621045,3684,Alien Tourism2758
Tour2209,741602563,seagreen,orange spiral,burger,orange gloss,none,none,yellow,none,none,none,none,none,none,194.00943502312796,3685,Alien Tourism2209
Tour1589,741449271,red,light blue,wave,green gloss,none,none,camo,none,none,none,none,red bandana,none,193.9670249887495,3686,Alien Tourism1589
Tour296,741194048,light gray,light blue,wave,original base,none,none,blue puffer vest,none,none,none,none,none,none,193.9630217138242,3687,Alien Tourism296
Tour1787,741468525,dark gray,light blue,wave,yellow aqueous,none,none,yellow,none,none,none,none,none,orange monocle,193.86996791751494,3688,Alien Tourism1787
Tour705,741276473,candy red,yellow,burger,green base,comb over fade,none,red,none,none,none,none,none,none,193.80956564896223,3689,Alien Tourism705
Tour1383,741428401,emerald,lime spiral,wave,yellow aqueous,none,none,none,tree hawaiian,none,none,none,none,none,193.79012747364388,3690,Alien Tourism1383
Tour752,741285735,dark gray,green,wave,green base,none,none,red bomber,none,none,none,none,yellow tando,none,193.678871500559,3691,Alien Tourism752
Tour480,741229200,orange,orange,wave,blue base,none,none,blue bomber,none,none,none,none,purple beanie,none,193.1142605223467,3692,Alien Tourism480
Tour1093,741346601,lollipop,gold spiral,wave,original base,none,none,camo,none,none,none,none,none,none,193.08464294714756,3693,Alien Tourism1093
Tour3809,741844476,purple,pink,wave,yellow gloss,none,rainbow leather suit,purple  bomber,none,none,none,none,none,none,192.71113199716498,3694,Alien Tourism3809
Tour2489,741644633,orange,light blue,wave,purple base,none,purple dress,none,none,none,none,none,orange check band,none,192.692426259374,3695,Alien Tourism2489
Tour3994,741869764,turquoise,blue glow,wave,purple base,none,none,midnight blue,none,none,none,none,none,none,192.37629629585436,3696,Alien Tourism3994
Tour3767,741839027,orange,gold brick spiral,wave,turquoise metallic,none,none,none,none,none,none,none,none,none,191.96771564706563,3697,Alien Tourism3767
Tour607,741254174,blood orange,green spiral,wave,orange gloss,none,sunrise shirt,blue bomber,none,none,none,none,none,none,191.9093624892568,3698,Alien Tourism607
Tour1553,741445637,green,yellow,wave,red metallic,none,none,none,aqua robe,none,none,none,none,none,191.72705969949837,3699,Alien Tourism1553
Tour2130,741591770,light gray,white,wave,blue base,none,none,none,flower hawaiian,none,none,none,none,none,191.5792229282183,3700,Alien Tourism2130
Tour3242,741769517,green,yellow,wave,blue base,none,none,black puffer vest,none,none,none,none,red bandana,none,191.5555831005855,3701,Alien Tourism3242
Tour3268,741772798,candy red,lime spiral,wave,blue base,comb over fade,none,red pearl,none,none,none,none,none,none,191.54680106093144,3702,Alien Tourism3268
Tour1244,741414671,turquoise,light blue spiral,wave,blue base,none,rainbow shirt,none,none,none,none,none,none,none,191.47912573692997,3703,Alien Tourism1244
Tour2643,741675547,turquoise,red silver spiral,wave,blue base,none,none,blue safety vest,none,none,none,none,none,none,191.3232662367391,3704,Alien Tourism2643
Tour3250,741770656,aurora,orange,wave,purple aqueous,none,none,black puffer vest,none,none,none,none,none,none,191.31722664918368,3705,Alien Tourism3250
Tour3140,741751419,candy red,black,wave,confetti,none,purple camo strapless,none,none,none,none,none,none,none,190.73766942292485,3706,Alien Tourism3140
Tour3021,741730992,turquoise,orange,wave,blue base,none,none,camo bomber,none,none,none,none,none,none,190.64171301281297,3707,Alien Tourism3021
Tour1438,741433536,dark gray,purple glow,wave,red aqueous,none,none,none,yellow hoodie,none,none,none,none,none,190.5660057021723,3708,Alien Tourism1438
Tour1627,741453263,royal blue,green,wave,blue green pearl,none,none,yellow,none,algo medallion chain,none,none,none,none,190.28987520842244,3709,Alien Tourism1627
Tour421,741218033,lollipop,orange glow,wave,purple gloss,none,none,red pearl puffer,none,none,none,none,none,none,190.17208206638188,3710,Alien Tourism421
Tour928,741314783,green,light blue,wave,blue aqueous,none,orange polo,purple  bomber,none,none,none,none,none,none,189.9432498492708,3711,Alien Tourism928
Tour2239,741607669,lollipop,red silver spiral,wave,red aqueous,none,none,red pearl,none,none,none,none,none,none,189.69730245448048,3712,Alien Tourism2239
Tour908,741311628,purple,light blue spiral,wave,blue gloss,none,none,none,yellow hoodie,none,none,none,none,none,189.4489540203738,3713,Alien Tourism908
Tour32,741086064,purple,silver blue spiral,wave,green gloss,none,fuschia longsleeve top,none,none,none,none,none,none,none,189.4469475935919,3714,Alien Tourism32
Tour1284,741419339,dark gray,black,wave,green metallic,none,ps sleeved halftop,none,none,none,none,none,none,none,189.3532236462506,3715,Alien Tourism1284
Tour1224,741412730,lime,black,wave,yellow gloss,none,ps sleeved halftop,camo,none,none,none,none,none,none,189.34399386918128,3716,Alien Tourism1224
Tour953,741319155,blood orange,purple silver spiral,wave,green gloss,none,none,red zip puffer,none,none,none,none,none,none,189.33632088357018,3717,Alien Tourism953
Tour1514,741440908,red spiral,red,wave,green gloss,none,none,blue bomber,none,none,none,none,none,none,189.250745274965,3718,Alien Tourism1514
Tour2354,741622812,pink aurora,light blue,wave,green base,none,none,yellow,none,none,none,none,none,none,189.04606551852405,3719,Alien Tourism2354
Tour2728,741687454,galaxy,yellow,wave,blue gloss,none,purple dress,none,none,none,none,none,none,none,188.8600516892845,3720,Alien Tourism2728
Tour254,741185450,royal blue,silver blue spiral,wave,green aqueous,none,yellow high top,red,none,none,none,none,none,none,188.77196899323533,3721,Alien Tourism254
Tour2281,741611847,blood orange,light blue,wave,blue red pearl,none,none,graffiti,none,none,none,none,none,none,188.72918088403307,3722,Alien Tourism2281
Tour1911,741483879,lavendar,green,wave,green base,none,none,none,yellow jogger,algo snake chain,none,none,none,none,188.286683687295,3723,Alien Tourism1911
Tour154,741159880,royal blue,gold,wave,blue base,none,none,red,none,none,none,none,none,none,188.24486315833605,3724,Alien Tourism154
Tour2095,741586576,charcoal,green spiral,wave,orange gloss,none,none,red pearl puffer,none,none,none,none,none,none,188.10486357399432,3725,Alien Tourism2095
Tour1932,741485755,alaskan aurora,yellow,wave,yellow aqueous,none,none,red,none,none,none,none,none,none,187.74386265733554,3726,Alien Tourism1932
Tour2080,741584742,royal blue,green,wave,red metallic,none,purple gloss shirt,none,none,none,none,none,none,none,187.6988226081444,3727,Alien Tourism2080
Tour160,741160989,blood orange,green,wave,orange glow,none,none,yellow safety vest,none,none,none,none,none,none,187.59780987227063,3728,Alien Tourism160
Tour1603,741450592,green,orange spiral,wave,green gloss,none,none,none,yellow hoodie,none,none,none,none,none,187.1370400033094,3729,Alien Tourism1603
Tour2899,741714052,blood orange,silver green spiral,wave,green aqueous,none,rainbow shirt,none,none,none,none,none,none,none,186.67142986942272,3730,Alien Tourism2899
Tour3453,741797252,lime,green spiral,wave,blue red pearl,none,purple strapless,none,none,none,none,none,none,none,186.54969161659727,3731,Alien Tourism3453
Tour2622,741672651,candy red,blue spiral,wave,purple gloss,none,ps sleeved halftop,none,none,none,none,none,none,none,186.54267110787393,3732,Alien Tourism2622
Tour2336,741620398,lime,silver blue spiral,wave,rainbow red,none,none,none,none,none,none,none,none,none,186.4829161957127,3733,Alien Tourism2336
Tour938,741316384,lavendar,none,wave,yellow gloss,none,none,black leather,none,none,none,none,none,orange lens sunglasses,186.41781181660463,3734,Alien Tourism938
Tour980,741324423,lavendar,pink,wave,orange glow,none,yellow high top,yellow,none,none,none,none,none,none,186.3360237694818,3735,Alien Tourism980
Tour2430,741637056,green,silver green spiral,wave,original base,comb over fade,purple dress,none,none,none,none,none,none,none,186.19855503460423,3736,Alien Tourism2430
Tour1982,741540666,lime,light blue,wave,green base,comb over fade,none,none,red jogger,none,none,none,none,none,186.16349478049372,3737,Alien Tourism1982
Tour660,741268804,lime,red glow,wave,purple base,none,none,none,flower hawaiian,none,none,none,none,none,185.71714789942902,3738,Alien Tourism660
Tour3834,741847666,royal blue,lime spiral,wave,turquoise metallic,none,none,black puffer vest,none,none,none,none,none,none,185.60391559088265,3739,Alien Tourism3834
Tour1392,741429071,red,silver green spiral,wave,original base,none,none,red zip puffer,none,none,none,none,none,none,185.43273184422415,3740,Alien Tourism1392
Tour2378,741627665,dark gray,yellow,wave,purple aqueous,none,none,none,black jogger,none,none,none,none,none,185.29720011648507,3741,Alien Tourism2378
Tour3091,741740301,seagreen,lime spiral,wave,gold,none,yellow high top,none,none,none,none,none,none,none,184.82639116317335,3742,Alien Tourism3091
Tour673,741270989,green,blue glow,wave,yellow metallic,none,purple camo strapless,none,none,none,none,none,none,none,184.8189495191045,3743,Alien Tourism673
Tour1758,741465160,red,red,wave,green metallic,none,none,purple  bomber,none,algo medallion chain,none,none,none,none,184.59123740630176,3744,Alien Tourism1758
Tour1204,741411204,green,red,wave,purple green pearl,none,none,none,blue hawaiian,none,none,none,none,none,183.68203341198043,3745,Alien Tourism1204
Tour2064,741581307,blood orange,fuschia spiral,wave,blue base,none,none,red zip puffer,none,none,none,none,none,none,183.64116900760354,3746,Alien Tourism2064
Tour3612,741818096,orange,yellow glow,wave,red yellow pearl,none,none,black puffer vest,none,none,none,none,none,none,183.6212211243669,3747,Alien Tourism3612
Tour1630,741453509,candy red,red spiral,wave,red aqueous,none,none,blue life vest,none,none,none,none,none,none,183.5217521506235,3748,Alien Tourism1630
Tour384,741211275,emerald,light blue,wave,orange gloss,none,none,none,red jogger,none,none,none,none,none,183.40874878806133,3749,Alien Tourism384
Tour2630,741673757,dark gray,lime spiral,wave,blue aqueous,none,none,none,yellow jogger,none,none,none,none,none,183.40686063124934,3750,Alien Tourism2630
Tour1555,741445862,lavendar,green glow,wave,red aqueous,none,none,none,yellow jogger,none,none,none,none,none,182.97605026169248,3751,Alien Tourism1555
Tour2801,741697751,lavendar,red,wave,blue gloss,none,none,blue bomber,none,none,none,none,orange at hat,none,182.96070876505976,3752,Alien Tourism2801
Tour2114,741589014,blood orange,purple silver spiral,wave,purple base,none,orange polo,none,none,none,none,none,none,none,182.87554999176686,3753,Alien Tourism2114
Tour2737,741688476,coconut,light blue,wave,purple gloss,none,none,blue bomber,none,none,none,none,none,none,182.8373540733838,3754,Alien Tourism2737
Tour1836,741475856,green,red,wave,yellow gloss,pullback,none,none,blue hawaiian,none,none,none,none,none,182.74773704149854,3755,Alien Tourism1836
Tour3204,741762338,seagreen,orange,wave,red aqueous,none,blue hex shirt,red,none,none,none,none,none,none,182.47455904901983,3756,Alien Tourism3204
Tour3208,741762831,turquoise,white,wave,original base,comb over fade,none,red,none,none,none,none,none,none,182.33450723280723,3757,Alien Tourism3208
Tour1609,741451203,lollipop,light blue spiral,wave,purple aqueous,none,sunrise shirt,none,none,none,none,none,none,none,182.27793793939088,3758,Alien Tourism1609
Tour2754,741691117,blood orange,green,wave,purple metallic,none,red strapless,none,none,none,none,none,none,none,182.2535654387493,3759,Alien Tourism2754
Tour3099,741741477,purple,orange glow,wave,yellow aqueous,none,none,none,flower hawaiian,none,none,none,none,none,182.24982720891694,3760,Alien Tourism3099
Tour802,741294266,candy red,none,wave,orange glow,none,none,yellow,none,none,none,none,none,pink sunglasses,182.20930538486695,3761,Alien Tourism802
Tour3837,741848045,candy red,none,wave,purple gloss,none,none,red pearl,none,none,none,none,none,orange lens sunglasses,182.08916783587287,3762,Alien Tourism3837
